Id_Copy,Is_rent,Films_Id,Store_Id
125,0,125,2
126,0,126,2
127,0,127,2
128,0,128,2
129,0,129,2
130,0,130,2
131,0,131,2
132,0,132,2
133,0,133,2
134,0,134,2
135,0,135,2
136,0,136,2
137,0,137,2
138,0,138,2
139,0,139,2
140,0,140,2
141,0,141,2
142,0,142,2
143,0,143,2
144,0,144,2
145,0,145,2
146,0,146,2
147,0,147,2
148,0,148,2
149,0,149,2
150,0,150,2
151,0,151,2
152,0,152,2
153,0,153,2
154,0,154,2
155,0,155,2
156,0,156,2
157,0,157,2
158,0,158,2
159,0,159,2
160,0,160,2
161,0,161,2
162,0,162,2
163,0,163,2
164,0,164,2
165,0,165,2
166,0,166,2
167,0,167,2
168,0,168,2
169,0,169,2
170,0,170,2
171,0,171,2
172,0,172,2
173,0,173,2
174,0,174,2
175,0,175,2
176,0,176,2
177,0,177,2
178,0,178,2
179,0,179,2
180,0,180,2
181,0,181,2
182,0,182,2
183,0,183,2
184,0,184,2
185,0,185,2
186,0,186,2
187,0,187,2
188,0,188,2
189,0,189,2
190,0,190,2
191,0,191,2
192,0,192,2
193,0,193,2
194,0,194,2
195,0,195,2
196,0,196,2
197,0,197,2
198,0,198,2
199,0,199,2
200,0,200,2
201,0,201,2
202,0,202,2
203,0,203,2
204,0,204,2
205,0,205,2
206,0,206,2
207,0,207,2
208,0,208,2
209,0,209,2
210,0,210,2
211,0,211,2
212,0,212,2
213,0,213,2
214,0,214,2
215,0,215,2
216,0,216,2
217,0,217,2
218,0,218,2
219,0,219,2
220,0,220,2
221,0,221,2
222,0,222,2
223,0,223,2
224,0,224,2
225,0,225,2
226,0,226,2
227,0,227,2
228,0,228,2
229,0,229,2
230,0,230,2
231,0,231,2
232,0,232,2
233,0,233,2
234,0,234,2
235,0,235,2
236,0,236,2
237,0,237,2
238,0,238,2
239,0,239,2
240,0,240,2
241,0,241,2
242,0,242,2
243,0,243,2
244,0,244,2
245,0,245,2
246,0,246,2
247,0,247,2
248,0,248,2
249,0,249,2
250,0,250,2
251,0,251,2
252,0,252,2
253,0,253,2
254,0,254,2
255,0,255,2
256,0,256,2
257,0,257,2
258,0,258,2
259,0,259,2
260,0,260,2
261,0,261,2
262,0,262,2
263,0,263,2
264,0,264,2
265,0,265,2
266,0,266,2
267,0,267,2
268,0,268,2
269,0,269,2
270,0,270,2
271,0,271,2
272,0,272,2
273,0,273,2
274,0,274,2
275,0,275,2
276,0,276,2
277,0,277,2
278,0,278,2
279,0,279,2
280,0,280,2
281,0,281,2
282,0,282,2
283,0,283,2
284,0,284,2
285,0,285,2
286,0,286,2
287,0,287,2
288,0,288,2
289,0,289,2
290,0,290,2
291,0,291,2
292,0,292,2
293,0,293,2
294,0,294,2
295,0,295,2
296,0,296,2
297,0,297,2
298,0,298,2
299,0,299,2
300,0,300,2
301,0,301,2
302,0,302,2
303,0,303,2
304,0,304,2
305,0,305,2
306,0,306,2
307,0,307,2
308,0,308,2
309,0,309,2
310,0,310,2
311,0,311,2
312,0,312,2
313,0,313,2
314,0,314,2
315,0,315,2
316,0,316,2
317,0,317,2
318,0,318,2
319,0,319,2
320,0,320,2
321,0,321,2
322,0,322,2
323,0,323,2
324,0,324,2
325,0,325,2
326,0,326,2
327,0,327,2
328,0,328,2
329,0,329,2
330,0,330,2
331,0,331,2
332,0,332,2
333,0,333,2
334,0,334,2
335,0,335,2
336,0,336,2
337,0,337,2
338,0,338,2
339,0,339,2
340,0,340,2
341,0,341,2
342,0,342,2
343,0,343,2
344,0,344,2
345,0,345,2
346,0,346,2
347,0,347,2
348,0,348,2
349,0,349,2
350,0,350,2
351,0,351,2
352,0,352,2
353,0,353,2
354,0,354,2
355,0,355,2
356,0,356,2
357,0,357,2
358,0,358,2
359,0,359,2
360,0,360,2
361,0,361,2
362,0,362,2
363,0,363,2
364,0,364,2
365,0,365,2
366,0,366,2
367,0,367,2
368,0,368,2
369,0,369,2
370,0,370,2
371,0,371,2
372,0,372,2
373,0,373,2
374,0,374,2
375,0,375,2
376,0,376,2
377,0,377,2
378,0,378,2
379,0,379,2
380,0,380,2
381,0,381,2
382,0,382,2
383,0,383,2
384,0,384,2
385,0,385,2
386,0,386,2
387,0,387,2
388,0,388,2
389,0,389,2
390,0,390,2
391,0,391,2
392,0,392,2
393,0,393,2
394,0,394,2
395,0,395,2
396,0,396,2
397,0,397,2
398,0,398,2
399,0,399,2
400,0,400,2
401,0,401,2
402,0,402,2
403,0,403,2
404,0,404,2
405,0,405,2
406,0,406,2
407,0,407,2
408,0,408,2
409,0,409,2
410,0,410,2
411,0,411,2
412,0,412,2
413,0,413,2
414,0,414,2
415,0,415,2
416,0,416,2
417,0,417,2
418,0,418,2
419,0,419,2
420,0,420,2
421,0,421,2
422,0,422,2
423,0,423,2
424,0,424,2
425,0,425,2
426,0,426,2
427,0,427,2
428,0,428,2
429,0,429,2
430,0,430,2
431,0,431,2
432,0,432,2
433,0,433,2
434,0,434,2
435,0,435,2
436,0,436,2
437,0,437,2
438,0,438,2
439,0,439,2
440,0,440,2
441,0,441,2
442,0,442,2
443,0,443,2
444,0,444,2
445,0,445,2
446,0,446,2
447,0,447,2
448,0,448,2
449,0,449,2
450,0,450,2
451,0,451,2
452,0,452,2
453,0,453,2
454,0,454,2
455,0,455,2
456,0,456,2
457,0,457,2
458,0,458,2
459,0,459,2
460,0,460,2
461,0,461,2
462,0,462,2
463,0,463,2
464,0,464,2
465,0,465,2
466,0,466,2
467,0,467,2
468,0,468,2
469,0,469,2
470,0,470,2
471,0,471,2
472,0,472,2
473,0,473,2
474,0,474,2
475,0,475,2
476,0,476,2
477,0,477,2
478,0,478,2
479,0,479,2
480,0,480,2
481,0,481,2
482,0,482,2
483,0,483,2
484,0,484,2
485,0,485,2
486,0,486,2
487,0,487,2
488,0,488,2
489,0,489,2
490,0,490,2
491,0,491,2
492,0,492,2
493,0,493,2
494,0,494,2
495,0,495,2
496,0,496,2
497,0,497,2
498,0,498,2
499,0,499,2
500,0,500,2
501,0,501,2
502,0,502,2
503,0,503,2
504,0,504,2
505,0,505,2
506,0,506,2
507,0,507,2
508,0,508,2
509,0,509,2
510,0,510,2
511,0,511,2
512,0,512,2
513,0,513,2
514,0,514,2
515,0,515,2
516,0,516,2
517,0,517,2
518,0,518,2
519,0,519,2
520,0,520,2
521,0,521,2
522,0,522,2
523,0,523,2
524,0,524,2
525,0,525,2
526,0,526,2
527,0,527,2
528,0,528,2
529,0,529,2
530,0,530,2
531,0,531,2
532,0,532,2
533,0,533,2
534,0,534,2
535,0,535,2
536,0,536,2
537,0,537,2
538,0,538,2
539,0,539,2
540,0,540,2
541,0,541,2
542,0,542,2
543,0,543,2
544,0,544,2
545,0,545,2
546,0,546,2
547,0,547,2
548,0,548,2
549,0,549,2
550,0,550,2
551,0,551,2
552,0,552,2
553,0,553,2
554,0,554,2
555,0,555,2
556,0,556,2
557,0,557,2
558,0,558,2
559,0,559,2
560,0,560,2
561,0,561,2
562,0,562,2
563,0,563,2
564,0,564,2
565,0,565,2
566,0,566,2
567,0,567,2
568,0,568,2
569,0,569,2
570,0,570,2
571,0,571,2
572,0,572,2
573,0,573,2
574,0,574,2
575,0,575,2
576,0,576,2
577,0,577,2
578,0,578,2
579,0,579,2
580,0,580,2
581,0,581,2
582,0,582,2
583,0,583,2
584,0,584,2
585,0,585,2
586,0,586,2
587,0,587,2
588,0,588,2
589,0,589,2
590,0,590,2
591,0,591,2
592,0,592,2
593,0,593,2
594,0,594,2
595,0,595,2
596,0,596,2
597,0,597,2
598,0,598,2
599,0,599,2
600,0,600,2
601,0,601,2
602,0,602,2
603,0,603,2
604,0,604,2
605,0,605,2
606,0,606,2
607,0,607,2
608,0,608,2
609,0,609,2
610,0,610,2
611,0,611,2
612,0,612,2
613,0,613,2
614,0,614,2
615,0,615,2
616,0,616,2
617,0,617,2
618,0,618,2
619,0,619,2
620,0,620,2
621,0,621,2
622,0,622,2
623,0,623,2
624,0,624,2
625,0,625,2
626,0,626,2
627,0,627,2
628,0,628,2
629,0,629,2
630,0,630,2
631,0,631,2
632,0,632,2
633,0,633,2
634,0,634,2
635,0,635,2
636,0,636,2
637,0,637,2
638,0,638,2
639,0,639,2
640,0,640,2
641,0,641,2
642,0,642,2
643,0,643,2
644,0,644,2
645,0,645,2
646,0,646,2
647,0,647,2
648,0,648,2
649,0,649,2
650,0,650,2
651,0,651,2
652,0,652,2
653,0,653,2
654,0,654,2
655,0,655,2
656,0,656,2
657,0,657,2
658,0,658,2
659,0,659,2
660,0,660,2
661,0,661,2
662,0,662,2
663,0,663,2
664,0,664,2
665,0,665,2
666,0,666,2
667,0,667,2
668,0,668,2
669,0,669,2
670,0,670,2
671,0,671,2
672,0,672,2
673,0,673,2
674,0,674,2
675,0,675,2
676,0,676,2
677,0,677,2
678,0,678,2
679,0,679,2
680,0,680,2
681,0,681,2
682,0,682,2
683,0,683,2
684,0,684,2
685,0,685,2
686,0,686,2
687,0,687,2
688,0,688,2
689,0,689,2
690,0,690,2
691,0,691,2
692,0,692,2
693,0,693,2
694,0,694,2
695,0,695,2
696,0,696,2
697,0,697,2
698,0,698,2
699,0,699,2
700,0,700,2
701,0,701,2
702,0,702,2
703,0,703,2
704,0,704,2
705,0,705,2
706,0,706,2
707,0,707,2
708,0,708,2
709,0,709,2
710,0,710,2
711,0,711,2
712,0,712,2
713,0,713,2
714,0,714,2
715,0,715,2
716,0,716,2
717,0,717,2
718,0,718,2
719,0,719,2
720,0,720,2
721,0,721,2
722,0,722,2
723,0,723,2
724,0,724,2
725,0,725,2
726,0,726,2
727,0,727,2
728,0,728,2
729,0,729,2
730,0,730,2
731,0,731,2
732,0,732,2
733,0,733,2
734,0,734,2
735,0,735,2
736,0,736,2
737,0,737,2
738,0,738,2
739,0,739,2
740,0,740,2
741,0,741,2
742,0,742,2
743,0,743,2
744,0,744,2
745,0,745,2
746,0,746,2
747,0,747,2
748,0,748,2
749,0,749,2
750,0,750,2
751,0,751,2
752,0,752,2
753,0,753,2
754,0,754,2
755,0,755,2
756,0,756,2
757,0,757,2
758,0,758,2
759,0,759,2
760,0,760,2
761,0,761,2
762,0,762,2
763,0,763,2
764,0,764,2
765,0,765,2
766,0,766,2
767,0,767,2
768,0,768,2
769,0,769,2
770,0,770,2
771,0,771,2
772,0,772,2
773,0,773,2
774,0,774,2
775,0,775,2
776,0,776,2
777,0,777,2
778,0,778,2
779,0,779,2
780,0,780,2
781,0,781,2
782,0,782,2
783,0,783,2
784,0,784,2
785,0,785,2
786,0,786,2
787,0,787,2
788,0,788,2
789,0,789,2
790,0,790,2
791,0,791,2
792,0,792,2
793,0,793,2
794,0,794,2
795,0,795,2
796,0,796,2
797,0,797,2
798,0,798,2
799,0,799,2
800,0,800,2
801,0,801,2
802,0,802,2
803,0,803,2
804,0,804,2
805,0,805,2
806,0,806,2
807,0,807,2
808,0,808,2
809,0,809,2
810,0,810,2
811,0,811,2
812,0,812,2
813,0,813,2
814,0,814,2
815,0,815,2
816,0,816,2
817,0,817,2
818,0,818,2
819,0,819,2
820,0,820,2
821,0,821,2
822,0,822,2
823,0,823,2
824,0,824,2
825,0,825,2
826,0,826,2
827,0,827,2
828,0,828,2
829,0,829,2
830,0,830,2
831,0,831,2
832,0,832,2
833,0,833,2
834,0,834,2
835,0,835,2
836,0,836,2
837,0,837,2
838,0,838,2
839,0,839,2
840,0,840,2
841,0,841,2
842,0,842,2
843,0,843,2
844,0,844,2
845,0,845,2
846,0,846,2
847,0,847,2
848,0,848,2
849,0,849,2
850,0,850,2
851,0,851,2
852,0,852,2
853,0,853,2
854,0,854,2
855,0,855,2
856,0,856,2
857,0,857,2
858,0,858,2
859,0,859,2
860,0,860,2
861,0,861,2
862,0,862,2
863,0,863,2
864,0,864,2
865,0,865,2
866,0,866,2
867,0,867,2
868,0,868,2
869,0,869,2
870,0,870,2
871,0,871,2
872,0,872,2
873,0,873,2
874,0,874,2
875,0,875,2
876,0,876,2
877,0,877,2
878,0,878,2
879,0,879,2
880,0,880,2
881,0,881,2
882,0,882,2
883,0,883,2
884,0,884,2
885,0,885,2
886,0,886,2
887,0,887,2
888,0,888,2
889,0,889,2
890,0,890,2
891,0,891,2
892,0,892,2
893,0,893,2
894,0,894,2
895,0,895,2
896,0,896,2
897,0,897,2
898,0,898,2
899,0,899,2
900,0,900,2
901,0,901,2
902,0,902,2
903,0,903,2
904,0,904,2
905,0,905,2
906,0,906,2
907,0,907,2
908,0,908,2
909,0,909,2
910,0,910,2
911,0,911,2
912,0,912,2
913,0,913,2
914,0,914,2
915,0,915,2
916,0,916,2
917,0,917,2
918,0,918,2
919,0,919,2
920,0,920,2
921,0,921,2
922,0,922,2
923,0,923,2
924,0,924,2
925,0,925,2
926,0,926,2
927,0,927,2
928,0,928,2
929,0,929,2
930,0,930,2
931,0,931,2
932,0,932,2
933,0,933,2
934,0,934,2
935,0,935,2
936,0,936,2
937,0,937,2
938,0,938,2
939,0,939,2
940,0,940,2
941,0,941,2
942,0,942,2
943,0,943,2
944,0,944,2
945,0,945,2
946,0,946,2
947,0,947,2
948,0,948,2
949,0,949,2
950,0,950,2
951,0,951,2
952,0,952,2
953,0,953,2
954,0,954,2
955,0,955,2
956,0,956,2
957,0,957,2
958,0,958,2
959,0,959,2
960,0,960,2
961,0,961,2
962,0,962,2
963,0,963,2
964,0,964,2
965,0,965,2
966,0,966,2
967,0,967,2
968,0,968,2
969,0,969,2
970,0,970,2
971,0,971,2
972,0,972,2
973,0,973,2
974,0,974,2
975,0,975,2
976,0,976,2
977,0,977,2
978,0,978,2
979,0,979,2
980,0,980,2
981,0,981,2
982,0,982,2
983,0,983,2
984,0,984,2
985,0,985,2
986,0,986,2
987,0,987,2
988,0,988,2
989,0,989,2
990,0,990,2
991,0,991,2
992,0,992,2
993,0,993,2
994,0,994,2
995,0,995,2
996,0,996,2
997,0,997,2
998,0,998,2
999,0,999,2
1000,0,1000,2
